user_id,device_trust_score,location_risk,time_of_access,failed_attempts,resource_sensitivity,vpn_active,patch_level,auth_method,anomaly_score,decision,decision_binary
USER_00445,0.30232257748402375,high,19,1,4,True,79,MFA,0.4665,DENY,1
USER_00331,0.6952873034731113,low,22,1,2,False,4,password,0.2217,ALLOW,0
USER_00439,0.5144858496359408,low,21,1,1,True,2,biometric,0.2154,ALLOW,0
USER_00331,0.8157243123401756,low,21,3,1,False,31,MFA,0.1842,ALLOW,0
USER_00013,0.8343497560107451,high,23,2,3,False,2,biometric,0.3225,DENY,1
USER_00142,0.775918320131872,medium,12,1,4,True,3,MFA,0.2711,ALLOW,0
USER_00188,0.514999794265454,low,17,3,2,True,7,MFA,0.3,ALLOW,0
USER_00456,0.7913678249557042,low,10,2,1,False,4,MFA,0.1342,ALLOW,0
USER_00281,0.6563629335934283,medium,21,6,5,True,9,biometric,0.3645,ALLOW,0
USER_00466,0.8486616548716742,medium,7,1,5,True,1,biometric,0.221,ALLOW,0
USER_00115,0.75791312226513,low,17,1,4,True,3,password,0.1355,ALLOW,0
USER_00428,0.7732188458894786,high,8,2,4,False,27,password,0.3225,DENY,1
USER_00236,0.7843230428920746,high,2,4,5,True,8,password,0.3654,ALLOW,0
USER_00338,0.6518721870262858,medium,8,3,3,True,3,biometric,0.2603,ALLOW,0
USER_00010,0.6777317875706714,low,3,3,5,True,0,password,0.2112,ALLOW,0
USER_00199,0.889243239615632,low,13,0,2,False,27,MFA,0.0977,ALLOW,0
USER_00252,0.6361515725281154,medium,22,0,2,False,3,password,0.2395,ALLOW,0
USER_00050,0.38968968436802975,low,3,1,1,True,12,biometric,0.3044,ALLOW,0
USER_00428,0.8614792481137789,medium,4,2,3,True,6,password,0.2205,ALLOW,0
USER_00142,0.6367757709515616,medium,5,0,4,False,1,MFA,0.2675,ALLOW,0
USER_00271,0.8626548286894571,medium,11,3,3,False,15,password,0.1942,ALLOW,0
USER_00016,0.4061400501689014,low,20,1,1,False,61,biometric,0.2623,ALLOW,0
USER_00002,0.7365860221934047,medium,21,1,3,True,11,MFA,0.2882,ALLOW,0
USER_00158,0.7873740649548532,low,1,5,4,True,12,biometric,0.1701,ALLOW,0
USER_00030,0.861495100598293,high,12,0,4,False,13,password,0.3368,ALLOW,0
USER_00082,0.5987679438902949,high,21,0,1,False,54,password,0.432,DENY,1
USER_00031,0.9097087789639725,low,23,4,5,True,1,password,0.1401,ALLOW,0
USER_00236,0.6286834737805461,medium,17,3,2,True,3,biometric,0.3089,ALLOW,0
USER_00496,0.7199426348994429,medium,18,1,1,False,18,biometric,0.2909,DENY,1
USER_00333,0.9458064668842354,low,5,2,5,True,26,MFA,0.1515,ALLOW,0
USER_00148,0.586249158422097,low,17,0,5,True,8,password,0.1893,ALLOW,0
USER_00177,0.5816993957739377,low,17,1,3,False,52,MFA,0.2254,ALLOW,0
USER_00370,0.8499623772886733,medium,8,0,2,True,2,MFA,0.1989,ALLOW,0
USER_00035,0.9541231332230793,medium,17,2,3,True,55,MFA,0.2421,ALLOW,0
USER_00023,0.8509566299534754,medium,4,2,3,True,6,MFA,0.2458,ALLOW,0
USER_00106,0.8077030704054697,low,4,3,5,True,6,password,0.1539,ALLOW,0
USER_00097,0.6617283454427482,low,4,2,5,True,7,password,0.1978,ALLOW,0
USER_00230,0.8550476282250724,medium,3,2,5,False,0,MFA,0.2351,ALLOW,0
USER_00227,0.7076025475611816,low,23,2,1,True,25,MFA,0.1692,ALLOW,0
USER_00371,0.6169171310030462,low,6,2,3,False,2,password,0.1829,ALLOW,0
USER_00100,0.5903995789255603,medium,20,1,3,False,10,biometric,0.2393,ALLOW,0
USER_00445,0.3891656151901037,low,20,0,3,False,2,MFA,0.2428,DENY,1
USER_00468,0.5751181609452716,low,5,1,4,True,0,biometric,0.2132,ALLOW,0
USER_00055,0.8309051866310871,medium,10,2,3,True,4,password,0.2043,ALLOW,0
USER_00195,0.7261599310741501,low,22,2,5,True,3,biometric,0.175,ALLOW,0
USER_00008,0.7497545785503156,medium,11,0,3,True,0,MFA,0.2137,ALLOW,0
USER_00424,0.6527134821509437,medium,7,1,4,False,43,MFA,0.2873,ALLOW,0
USER_00315,0.8559830596075003,medium,13,3,2,True,0,MFA,0.1925,ALLOW,0
USER_00128,0.8571387598345627,low,3,1,3,False,4,MFA,0.1428,ALLOW,0
USER_00032,0.6701487955939199,medium,19,2,5,False,18,biometric,0.3027,ALLOW,0
USER_00093,0.7740174149916886,low,21,2,3,True,8,MFA,0.155,ALLOW,0
USER_00007,0.5306434737037028,medium,20,0,1,False,14,MFA,0.3078,ALLOW,0
USER_00258,0.6144824432846594,low,4,1,2,True,4,biometric,0.2004,ALLOW,0
USER_00341,0.5203322581517549,medium,0,3,3,True,26,MFA,0.2983,ALLOW,0
USER_00390,0.9176086890536289,low,10,2,5,True,72,password,0.1283,ALLOW,0
USER_00220,0.7767553734414966,low,10,1,3,True,1,biometric,0.1831,ALLOW,0
USER_00240,0.5127120079313626,low,14,0,2,True,4,biometric,0.2231,ALLOW,0
USER_00106,0.5938214796287254,low,17,1,1,True,29,MFA,0.23,ALLOW,0
USER_00036,0.5451882753622667,medium,7,3,2,False,16,MFA,0.3413,ALLOW,0
USER_00416,0.6318737657936391,medium,20,5,1,True,0,password,0.3211,ALLOW,0
USER_00045,0.7134894488579181,medium,8,3,3,True,3,password,0.3062,ALLOW,0
USER_00298,0.9160917531515003,high,22,1,1,True,8,password,0.2961,ALLOW,0
USER_00309,0.7193622557884868,low,14,2,3,True,6,MFA,0.2156,ALLOW,0
USER_00366,0.9300698307229072,high,15,2,4,True,0,biometric,0.2468,ALLOW,0
USER_00009,0.7581572942792757,low,7,3,3,True,10,MFA,0.1715,ALLOW,0
USER_00459,0.40980774007902115,low,22,2,5,True,24,MFA,0.2692,ALLOW,0
USER_00087,0.4473839365677212,low,13,2,1,False,45,MFA,0.2915,ALLOW,0
USER_00370,0.9390226307658879,low,12,0,1,False,19,biometric,0.1119,ALLOW,0
USER_00331,0.6333175303185999,low,15,1,5,True,4,MFA,0.2117,ALLOW,0
USER_00177,0.6930334814258593,medium,23,2,4,False,1,MFA,0.3017,ALLOW,0
USER_00130,0.7455012558210468,low,2,4,1,True,0,password,0.2217,ALLOW,0
USER_00195,0.725846967147245,medium,20,1,2,False,19,password,0.2023,DENY,1
USER_00011,0.6809283449803847,low,19,2,3,False,7,MFA,0.1845,ALLOW,0
USER_00306,0.6159543162776782,low,3,1,2,False,11,biometric,0.1754,ALLOW,0
USER_00419,0.5645752723397813,low,8,2,1,True,34,MFA,0.2548,ALLOW,0
USER_00122,0.7803759527512392,low,16,2,3,True,40,MFA,0.1355,ALLOW,0
USER_00399,0.7532316135972876,low,15,0,1,False,12,MFA,0.1284,ALLOW,0
USER_00235,0.5156935050289612,low,8,1,2,False,5,MFA,0.1958,ALLOW,0
USER_00331,0.7348091469960994,low,12,4,4,False,0,MFA,0.1922,ALLOW,0
USER_00031,0.8887647483831906,high,12,4,5,False,6,biometric,0.3389,DENY,1
USER_00348,0.5913405325478222,low,18,1,2,False,4,MFA,0.2393,ALLOW,0
USER_00446,0.6813116401378924,medium,3,1,4,True,5,MFA,0.2254,ALLOW,0
USER_00412,0.9626541065903229,low,7,3,3,False,10,biometric,0.1587,ALLOW,0
USER_00224,0.9460732625906084,medium,21,2,3,True,46,password,0.161,ALLOW,0
USER_00153,0.6463171422182782,high,3,0,2,True,21,MFA,0.3493,DENY,1
USER_00212,0.8685838387308505,low,14,2,2,False,12,MFA,0.179,ALLOW,0
USER_00092,0.6169814798911971,low,16,2,2,True,27,password,0.253,ALLOW,0
USER_00409,0.7489373964117146,medium,5,2,4,True,2,biometric,0.2403,ALLOW,0
USER_00331,0.9492535659343013,low,17,1,5,False,15,MFA,0.0697,ALLOW,0
USER_00467,0.8230992764305066,low,18,1,2,True,27,MFA,0.1004,ALLOW,0
USER_00348,0.9530059253588082,low,19,1,2,False,1,password,0.0614,ALLOW,0
USER_00129,0.9752959170268027,low,9,2,4,False,11,biometric,0.1413,ALLOW,0
USER_00443,0.9202119368122288,low,16,0,2,False,2,password,0.0654,ALLOW,0
USER_00197,0.4394530750064245,low,11,2,4,True,28,password,0.2268,ALLOW,0
USER_00458,0.6955424729611862,low,12,1,1,False,4,MFA,0.2227,ALLOW,0
USER_00042,0.7841723817862841,medium,12,1,1,True,2,MFA,0.232,ALLOW,0
USER_00366,0.6085106717978868,medium,5,1,3,True,18,MFA,0.2516,ALLOW,0
USER_00418,0.7474066711492627,low,11,2,1,False,14,biometric,0.1759,ALLOW,0
USER_00228,0.5544983656862721,low,19,1,1,False,17,password,0.2436,ALLOW,0
USER_00194,0.8846017544456882,medium,13,0,3,True,14,MFA,0.1694,ALLOW,0
USER_00018,0.549084665039167,low,17,2,5,True,17,password,0.2366,ALLOW,0
USER_00333,0.699176285276579,low,21,2,2,True,8,MFA,0.1901,ALLOW,0
USER_00243,0.22482261991526653,medium,18,0,4,True,65,MFA,0.3682,DENY,1
USER_00389,0.7594820354905915,low,13,1,1,True,42,biometric,0.1381,ALLOW,0
USER_00276,0.41819565924739227,medium,7,1,1,False,60,MFA,0.3357,DENY,1
USER_00450,0.2958816409273617,medium,18,3,3,True,5,MFA,0.3435,DENY,1
USER_00127,0.6008203367366736,low,11,1,1,False,1,password,0.1723,ALLOW,0
USER_00075,0.7813557030323086,medium,21,1,1,True,4,MFA,0.2058,ALLOW,0
USER_00062,0.6154849303378879,medium,18,0,4,True,50,password,0.2592,DENY,1
USER_00478,0.7795227755328521,low,15,1,3,True,5,MFA,0.141,ALLOW,0
USER_00480,0.8757805639653043,low,7,0,1,False,22,MFA,0.089,ALLOW,0
USER_00288,0.6923110015109016,medium,23,2,1,True,31,biometric,0.2513,ALLOW,0
USER_00186,0.7603120973350295,low,11,0,2,False,5,password,0.1672,ALLOW,0
USER_00178,0.6941039042755328,low,0,3,5,False,9,MFA,0.2463,ALLOW,0
USER_00166,0.735986876846988,high,19,3,1,False,12,password,0.3442,ALLOW,0
USER_00183,0.6053578921417596,low,12,0,1,True,1,password,0.1692,ALLOW,0
USER_00028,0.8700952538934351,low,1,0,1,True,1,MFA,0.1162,ALLOW,0
USER_00330,0.6007240292452852,medium,13,3,3,False,18,password,0.302,ALLOW,0
USER_00470,0.8451915461182437,low,11,3,1,True,3,MFA,0.1755,ALLOW,0
USER_00247,0.5802053838508783,low,11,0,3,True,5,MFA,0.1721,ALLOW,0
USER_00337,0.8383035474101399,medium,12,1,3,True,14,MFA,0.1952,ALLOW,0
USER_00022,0.4712686725234518,high,18,1,3,True,5,MFA,0.402,DENY,1
USER_00427,0.6827808253549864,medium,7,1,5,True,18,MFA,0.3041,ALLOW,0
USER_00467,0.8581218751795742,medium,14,0,2,True,1,biometric,0.1611,ALLOW,0
USER_00465,0.6459021545008495,medium,3,5,2,True,30,MFA,0.3129,ALLOW,0
USER_00472,0.8989287920856586,medium,9,0,5,True,0,MFA,0.1753,ALLOW,0
USER_00420,0.5795670609281575,low,23,1,4,True,0,MFA,0.1834,ALLOW,0
USER_00096,0.7070933071319165,medium,18,1,2,False,39,MFA,0.2881,ALLOW,0
USER_00122,0.7212567929192658,low,10,1,2,True,28,MFA,0.1307,ALLOW,0
USER_00250,0.8595047116198188,medium,8,2,2,True,18,password,0.194,ALLOW,0
USER_00494,0.7605996962474963,high,2,2,3,False,16,password,0.3621,DENY,1
USER_00379,0.9532417830123234,low,18,0,3,True,29,password,0.0666,ALLOW,0
USER_00308,0.5306754719243348,low,18,1,3,True,9,password,0.1997,DENY,1
USER_00420,0.5424335886270731,medium,0,5,1,True,36,biometric,0.3054,DENY,1
USER_00412,0.7469494859305846,low,8,0,5,True,7,MFA,0.1624,ALLOW,0
USER_00334,0.7779106932809141,low,13,2,3,False,8,MFA,0.1835,ALLOW,0
USER_00442,0.697729895926269,low,18,1,3,False,24,biometric,0.1466,ALLOW,0
USER_00420,0.7692382941717901,low,11,2,3,True,9,password,0.167,ALLOW,0
USER_00326,0.6095984424818199,low,12,2,2,False,6,MFA,0.2172,ALLOW,0
USER_00137,0.547209673865024,low,19,2,5,True,12,MFA,0.2127,ALLOW,0
USER_00277,0.6895261501681423,medium,14,3,5,False,18,MFA,0.2741,ALLOW,0
USER_00320,0.2737781242675843,medium,16,0,2,True,6,MFA,0.3418,DENY,1
USER_00332,0.544576879708737,medium,15,2,5,False,6,MFA,0.2882,ALLOW,0
USER_00061,0.6286934582533357,medium,3,1,3,True,5,MFA,0.3164,ALLOW,0
USER_00250,0.8533228224169318,medium,14,2,1,True,3,password,0.203,ALLOW,0
USER_00478,0.7817636129531429,medium,3,1,2,True,14,MFA,0.2346,ALLOW,0
USER_00095,0.6036040622454261,medium,11,2,3,True,8,MFA,0.2586,ALLOW,0
USER_00296,0.7536457166761572,medium,4,0,3,False,20,password,0.192,ALLOW,0
USER_00184,0.6155879326430262,low,19,1,4,True,27,password,0.1682,ALLOW,0
USER_00260,0.6447410412462241,low,10,3,2,False,5,biometric,0.1758,ALLOW,0
USER_00287,0.7156832766348277,medium,15,1,1,True,12,password,0.2138,ALLOW,0
USER_00155,0.5083106373882144,medium,11,2,1,False,13,biometric,0.3501,ALLOW,0
USER_00186,0.9162831890144761,medium,6,1,2,True,14,MFA,0.1905,ALLOW,0
USER_00409,0.42124730777474734,medium,22,1,1,False,10,MFA,0.3088,DENY,1
USER_00069,0.9240174313561393,low,18,1,2,True,26,MFA,0.0738,ALLOW,0
USER_00326,0.7756595567635555,medium,10,3,2,True,13,MFA,0.291,ALLOW,0
USER_00261,0.6667891173696622,medium,1,3,3,False,21,password,0.2789,ALLOW,0
USER_00115,0.740859501193491,low,22,2,4,True,2,password,0.1907,ALLOW,0
USER_00347,0.5835095160338782,low,0,1,4,True,13,biometric,0.1746,ALLOW,0
USER_00008,0.5469390322537899,medium,11,0,5,True,12,password,0.3169,ALLOW,0
USER_00265,0.7349074060443792,medium,9,2,2,False,14,password,0.2336,DENY,1
USER_00271,0.3371317966804369,high,4,2,4,False,17,MFA,0.4483,DENY,1
USER_00484,0.43067635891638023,high,7,2,2,False,16,MFA,0.4565,DENY,1
USER_00249,0.6391623400807195,medium,21,0,1,False,29,password,0.3129,DENY,1
USER_00105,0.760177365660121,low,2,2,5,True,13,MFA,0.1942,ALLOW,0
USER_00263,0.52618242472287,low,14,3,5,True,11,biometric,0.2579,ALLOW,0
USER_00224,0.6527020675542922,medium,15,3,4,True,24,MFA,0.2805,ALLOW,0
USER_00328,0.5367999926751337,low,4,2,2,False,7,MFA,0.2563,ALLOW,0
USER_00495,0.6565812360060667,high,15,4,4,True,3,password,0.4239,DENY,1
USER_00371,0.7702715449890389,low,19,1,2,True,40,biometric,0.1948,ALLOW,0
USER_00271,0.8894574923607408,low,14,1,2,True,3,password,0.0845,ALLOW,0
USER_00165,0.82662836567025,medium,1,1,4,False,1,password,0.1967,ALLOW,0
USER_00083,0.5765170616678161,low,13,2,3,False,4,MFA,0.2594,ALLOW,0
USER_00295,0.8945418289926864,low,20,0,3,True,4,biometric,0.0738,ALLOW,0
USER_00134,0.593109463416997,medium,8,2,2,False,0,biometric,0.2978,ALLOW,0
USER_00211,0.6236355267060778,low,15,0,1,False,41,MFA,0.2154,ALLOW,0
USER_00313,0.7009808902161976,low,4,3,2,True,24,biometric,0.1624,ALLOW,0
USER_00092,0.5956262252111832,medium,11,1,4,True,15,biometric,0.329,ALLOW,0
USER_00337,0.7941940903021933,high,1,2,5,False,4,MFA,0.2997,ALLOW,0
USER_00490,0.740897333396889,low,13,4,3,False,26,biometric,0.1889,ALLOW,0
USER_00403,0.778297414520128,medium,7,2,3,True,3,MFA,0.1974,ALLOW,0
USER_00127,0.7811070402040267,high,4,6,2,False,70,MFA,0.4062,DENY,1
USER_00191,0.8279471600230879,high,14,1,2,True,2,MFA,0.2695,ALLOW,0
USER_00159,0.7786531784652774,medium,2,1,4,False,8,MFA,0.1993,ALLOW,0
USER_00331,0.6490556762223451,medium,21,4,4,True,32,MFA,0.2888,ALLOW,0
USER_00335,0.6738954452740579,low,0,1,4,False,7,MFA,0.233,ALLOW,0
USER_00010,0.5500447472569288,low,12,3,5,True,41,biometric,0.2089,ALLOW,0
USER_00107,0.5881063661642906,low,5,3,5,True,9,MFA,0.2551,ALLOW,0
USER_00087,0.7520592304770256,low,23,1,3,True,31,MFA,0.2124,ALLOW,0
USER_00067,0.7489031778110586,medium,21,2,4,True,3,password,0.2166,ALLOW,0
USER_00062,0.6931582831766664,medium,3,2,1,True,17,password,0.2348,DENY,1
USER_00387,0.8683132226509359,low,22,2,4,True,5,biometric,0.1517,ALLOW,0
USER_00146,0.6655252459457364,medium,10,3,5,True,7,MFA,0.309,ALLOW,0
USER_00153,0.628660168363891,medium,20,3,4,False,18,password,0.2896,DENY,1
USER_00107,0.5972320905960686,high,3,3,3,True,9,MFA,0.4099,DENY,1
USER_00148,0.3796043837836025,medium,8,0,3,True,12,MFA,0.3388,DENY,1
USER_00186,0.7978046307564963,low,12,2,3,True,0,biometric,0.1858,ALLOW,0
USER_00349,0.8705482744263441,high,18,0,2,False,9,MFA,0.2599,ALLOW,0
USER_00342,0.5941527360316238,high,22,2,3,False,1,password,0.3851,DENY,1
USER_00178,0.8085049575817863,low,7,2,3,True,2,password,0.1687,ALLOW,0
USER_00377,0.9529616487224933,high,5,0,5,True,25,password,0.299,DENY,1
USER_00335,0.5933390126327804,low,9,1,4,False,24,MFA,0.2056,ALLOW,0
USER_00487,0.8176089202977286,low,20,3,2,False,21,MFA,0.1904,ALLOW,0
USER_00266,0.9602459523117679,low,19,2,4,False,5,biometric,0.079,ALLOW,0
USER_00149,0.7928657930229914,low,5,0,2,False,6,biometric,0.1822,ALLOW,0
USER_00247,0.3592930036162776,medium,8,4,4,True,16,MFA,0.4248,DENY,1
USER_00254,0.6741336614142721,low,3,1,2,True,7,MFA,0.1543,ALLOW,0
USER_00500,0.5761606676923853,low,17,1,1,True,53,MFA,0.2414,ALLOW,0
USER_00029,0.8180450374136143,low,22,1,4,True,14,password,0.1006,ALLOW,0
USER_00352,0.8446518256863406,low,11,2,4,True,15,password,0.1176,ALLOW,0
USER_00266,0.8971554282857246,medium,22,1,2,True,22,MFA,0.2367,ALLOW,0
USER_00013,0.7295672841985068,low,22,1,2,True,22,biometric,0.1594,ALLOW,0
USER_00047,0.7051877748419006,medium,7,0,4,True,7,password,0.2911,DENY,1
USER_00151,0.809504456472188,high,19,2,1,True,2,MFA,0.3547,ALLOW,0
USER_00050,0.767013870396776,low,1,0,3,False,24,password,0.1412,ALLOW,0
USER_00215,0.8375621346497645,low,10,0,2,True,3,MFA,0.0751,ALLOW,0
USER_00479,0.5838679010926119,low,3,1,5,True,7,password,0.1816,ALLOW,0
USER_00132,0.967858362202626,medium,23,1,2,False,16,MFA,0.1798,ALLOW,0
USER_00372,0.7577112743586112,low,1,4,4,True,2,MFA,0.189,ALLOW,0
USER_00113,0.8426781498250208,low,23,3,3,True,3,MFA,0.1199,ALLOW,0
USER_00252,0.3530761767401894,low,9,3,3,False,5,MFA,0.3457,DENY,1
USER_00451,0.7018745766196148,medium,9,2,1,True,6,password,0.2557,DENY,1
USER_00341,0.9002628763504762,medium,19,0,5,False,1,MFA,0.1363,ALLOW,0
USER_00053,0.669202502112822,medium,0,1,3,False,4,MFA,0.2497,DENY,1
USER_00130,0.7306319205649376,high,7,3,4,True,6,password,0.3941,DENY,1
USER_00324,0.7026333518406207,low,20,3,2,False,40,MFA,0.2376,ALLOW,0
USER_00193,0.8417847178143171,low,0,1,5,False,21,password,0.1301,ALLOW,0
USER_00079,0.7752057570476193,low,18,1,5,True,27,biometric,0.1736,ALLOW,0
USER_00057,0.8537887052062869,medium,8,3,2,True,16,MFA,0.1979,ALLOW,0
USER_00097,0.8778684149175534,medium,1,1,1,True,12,biometric,0.1888,ALLOW,0
USER_00198,0.7040270978604438,low,11,3,2,True,5,password,0.2095,ALLOW,0
USER_00135,0.8241305316823813,medium,13,3,2,False,0,password,0.2061,DENY,1
USER_00147,0.7225764960731438,low,4,1,5,False,4,MFA,0.1856,ALLOW,0
USER_00172,0.8213358513455711,medium,2,1,5,True,4,MFA,0.2263,ALLOW,0
USER_00063,0.49011160385557834,medium,6,3,1,True,4,password,0.2859,DENY,1
USER_00065,0.6511617734225291,medium,14,0,4,True,3,MFA,0.2238,ALLOW,0
USER_00295,0.9008170677449372,medium,3,3,1,False,1,MFA,0.2454,ALLOW,0
USER_00211,0.8349978669294371,low,11,3,4,True,3,password,0.1939,ALLOW,0
USER_00109,0.843963007043792,high,11,1,2,False,18,MFA,0.3248,ALLOW,0
USER_00282,0.9525849475981499,low,0,2,5,True,16,MFA,0.0986,ALLOW,0
USER_00172,0.8997745134917337,medium,2,1,1,False,12,MFA,0.1866,ALLOW,0
USER_00012,0.7094023351031247,low,12,2,2,True,35,MFA,0.1955,ALLOW,0
USER_00406,0.821601672691758,medium,3,2,4,True,3,MFA,0.1761,ALLOW,0
USER_00333,0.7920350466210404,medium,1,1,5,True,5,password,0.2605,ALLOW,0
USER_00220,0.40525232097274055,low,4,3,5,True,3,MFA,0.2936,ALLOW,0
USER_00398,0.8887702610480382,medium,19,1,2,False,1,MFA,0.1618,ALLOW,0
USER_00342,0.7199815670429244,medium,6,1,4,True,16,MFA,0.2213,ALLOW,0
USER_00286,0.6351519983345816,low,10,1,5,True,4,biometric,0.1659,ALLOW,0
USER_00172,0.8244243225206058,low,6,1,4,False,13,biometric,0.1212,ALLOW,0
USER_00468,0.7617984059338426,low,4,3,2,True,20,password,0.2157,ALLOW,0
USER_00236,0.9391053919398356,medium,19,0,4,True,5,password,0.1581,ALLOW,0
USER_00475,0.7337155898804881,medium,19,4,5,False,19,biometric,0.2369,ALLOW,0
USER_00166,0.6027195996825692,medium,12,1,2,False,17,MFA,0.2438,ALLOW,0
USER_00187,0.6008295050516425,low,3,1,4,True,25,MFA,0.2362,ALLOW,0
USER_00170,0.9366562462131863,low,20,2,3,True,31,MFA,0.1128,ALLOW,0
USER_00052,0.42454001653553436,medium,15,2,3,True,15,MFA,0.3004,ALLOW,0
USER_00319,0.9121569757437265,low,3,3,3,True,3,MFA,0.1469,ALLOW,0
USER_00189,0.9266793561922203,low,15,0,1,False,37,MFA,0.1256,ALLOW,0
USER_00120,0.8706607291945603,medium,5,1,3,False,20,password,0.2527,ALLOW,0
USER_00105,0.9308389584194906,medium,18,3,4,True,6,password,0.2472,ALLOW,0
USER_00162,0.5517821358036451,high,6,1,4,True,7,MFA,0.3901,DENY,1
USER_00295,0.6399014756785696,medium,17,3,2,True,1,password,0.2525,DENY,1
USER_00041,0.47203607458261,low,19,2,2,False,12,password,0.3036,ALLOW,0
USER_00377,0.9586698023297494,low,6,0,2,True,7,MFA,0.1363,ALLOW,0
USER_00364,0.8729166347271292,medium,22,2,1,True,11,password,0.1864,ALLOW,0
USER_00165,0.858731737410826,medium,15,2,2,True,19,MFA,0.255,ALLOW,0
USER_00321,0.5982790555293945,medium,19,4,4,True,1,MFA,0.2872,DENY,1
USER_00374,0.9128870097424727,medium,13,1,4,False,13,biometric,0.2085,ALLOW,0
USER_00335,0.7963340155584288,high,0,0,3,True,8,MFA,0.2923,ALLOW,0
USER_00160,0.812253283264826,medium,23,2,4,True,15,MFA,0.2226,ALLOW,0
USER_00264,0.8406037579039244,medium,1,1,3,True,11,MFA,0.2191,ALLOW,0
USER_00353,0.7936101613469366,medium,3,1,5,False,8,MFA,0.2567,ALLOW,0
USER_00018,0.859362894067473,medium,21,1,4,True,16,biometric,0.2426,ALLOW,0
USER_00173,0.6273271884708411,high,11,1,1,True,19,MFA,0.373,ALLOW,0
USER_00477,0.773117548294178,high,18,6,4,True,21,biometric,0.4341,DENY,1
USER_00352,0.5621292402267025,low,13,1,2,True,2,biometric,0.1806,ALLOW,0
USER_00033,0.7090960053062085,low,15,0,1,True,6,MFA,0.1635,ALLOW,0
USER_00261,0.7478718579483168,low,14,2,5,False,2,biometric,0.1938,ALLOW,0
USER_00210,0.6166903088091398,medium,13,1,2,False,29,MFA,0.3331,ALLOW,0
USER_00496,0.9067778541368741,high,1,1,3,True,4,password,0.2557,ALLOW,0
USER_00383,0.9071334914268587,high,14,1,5,False,8,MFA,0.2509,ALLOW,0
USER_00330,0.46736488358600875,low,7,3,2,True,1,password,0.2794,DENY,1
USER_00382,0.39742483757020874,medium,1,2,1,False,27,password,0.3204,DENY,1
USER_00164,0.8337325938574318,low,5,0,2,True,78,MFA,0.1361,ALLOW,0
USER_00481,0.46060301954558863,low,3,1,1,True,6,password,0.2176,DENY,1
USER_00407,0.7221136544733618,low,7,5,4,True,17,password,0.2537,ALLOW,0
USER_00424,0.6739118617416502,high,22,1,4,True,11,MFA,0.3648,DENY,1
USER_00005,0.7280011349055572,high,14,0,3,False,5,MFA,0.3708,ALLOW,0
USER_00034,0.6119240255496733,medium,8,0,4,False,6,biometric,0.292,ALLOW,0
USER_00280,0.9012524002052039,low,7,1,3,True,2,password,0.1357,ALLOW,0
USER_00145,0.6910616038069396,low,10,2,1,True,5,password,0.1741,ALLOW,0
USER_00351,0.43091879962078183,medium,18,4,3,False,3,biometric,0.3711,ALLOW,0
USER_00071,0.5110556084527986,medium,16,2,1,True,41,MFA,0.3426,DENY,1
USER_00465,0.6750536139328865,high,18,1,5,False,2,MFA,0.3571,ALLOW,0
USER_00348,0.3349235757864687,high,22,3,5,True,1,biometric,0.5272,DENY,1
USER_00230,0.8953887458261605,low,8,0,4,True,0,biometric,0.0648,ALLOW,0
USER_00125,0.8270745985013594,high,5,1,5,True,35,MFA,0.2864,ALLOW,0
USER_00278,0.6556590770520813,medium,16,1,5,False,11,password,0.3043,ALLOW,0
USER_00271,0.5783547567097156,high,13,1,3,False,5,password,0.4338,DENY,1
USER_00357,0.9240906785002059,medium,10,1,2,False,6,biometric,0.1613,ALLOW,0
USER_00015,0.668849590938941,medium,8,1,1,True,4,MFA,0.2973,ALLOW,0
USER_00242,0.8646232180536862,low,13,2,3,True,54,MFA,0.1389,ALLOW,0
USER_00498,0.6114590982495594,low,15,3,1,False,0,MFA,0.1822,ALLOW,0
USER_00153,0.8143612921136174,low,3,1,2,True,0,MFA,0.1049,ALLOW,0
USER_00053,0.6149787582783612,medium,20,2,4,True,17,MFA,0.3071,ALLOW,0
USER_00149,0.5503559459605919,medium,1,2,5,False,1,biometric,0.3493,ALLOW,0
USER_00358,0.5583423177196398,medium,16,1,5,False,4,MFA,0.2844,ALLOW,0
USER_00450,0.7118295108194898,medium,12,1,4,True,36,password,0.2325,ALLOW,0
USER_00219,0.7719753391804127,high,8,0,2,True,18,password,0.3308,ALLOW,0
USER_00113,0.9172550947153434,medium,21,1,5,True,4,password,0.1565,ALLOW,0
USER_00288,0.6671423788279401,medium,12,1,5,True,21,biometric,0.26,ALLOW,0
USER_00277,0.7083942852164058,low,20,0,4,True,4,password,0.1261,ALLOW,0
USER_00452,0.9074921087878464,high,14,3,2,True,11,biometric,0.361,ALLOW,0
USER_00428,0.4407539690488535,medium,8,0,3,False,5,MFA,0.3478,DENY,1
USER_00083,0.958696579098061,medium,16,0,5,True,2,MFA,0.1193,ALLOW,0
USER_00450,0.6868016164379931,low,17,4,4,True,0,MFA,0.2121,ALLOW,0
USER_00218,0.7845787772950409,medium,3,1,1,True,23,MFA,0.2312,ALLOW,0
USER_00226,0.4095142071000827,medium,17,0,3,True,11,password,0.3239,DENY,1
USER_00270,0.7876751597081624,low,17,2,3,True,45,MFA,0.169,ALLOW,0
USER_00015,0.7533256609230804,low,6,1,5,True,2,password,0.2031,ALLOW,0
USER_00404,0.7427286322438837,low,7,1,2,True,7,MFA,0.1675,ALLOW,0
